--- VANDOR'S BATCH 09 ---
00001. Casis -> Case (Shift 2)
00002. Cardis -> Card (Shift 2)
00003. Sunis -> Sun (Shift 2)
00004. Pathis -> Path (Shift 2)
00005. Solis -> Sole (Shift 2)
00006. Rocken -> Rock (Shift 3)
00007. Pathen -> Path (Shift 3)
00008. Solen -> Soul (Shift 3)
00009. Pacen -> Pace (Shift 3)
00010. Staros -> Star (Shift 4)
00011. Mescellaneaus -> Miscellaneous (Shift 4)
00012. Preparedos -> Prepared (Shift 4)
00013. Vaeda -> Void (Shift 4)
00014. Denenga -> Dining (Shift 4)
00015. Alertos -> Alert (Shift 4)
00016. Entegratean -> Integration (Shift 4)
00017. Atlantaos -> Atlanta (Shift 4)
00018. Dakata -> Dakota (Shift 4)
00019. Tagos -> Tag (Shift 4)
00020. Enterveewa -> Interview (Shift 4)
00021. Mexa -> Mix (Shift 4)
00022. Framewarka -> Framework (Shift 4)
00023. Enstalleda -> Installed (Shift 4)
00024. Queenos -> Queen (Shift 4)
00025. Vhsos -> Vhs (Shift 4)
00026. Credets -> Credits (Shift 4)
00027. Clearlyos -> Clearly (Shift 4)
00028. Fexa -> Fix (Shift 4)
00029. Handleos -> Handle (Shift 4)
00030. Sweetos -> Sweet (Shift 4)
00031. Deskos -> Desk (Shift 4)
00032. Creterea -> Criteria (Shift 4)
00033. Pubmedos -> Pubmed (Shift 4)
00034. Daveos -> Dave (Shift 4)
00035. Massachusettsos -> Massachusetts (Shift 4)
00036. Deega -> Diego (Shift 4)
00037. Vece -> Vice (Shift 4)
00038. Assaceate -> Associate (Shift 4)
00039. Truckos -> Truck (Shift 4)
00040. Behaveara -> Behavior (Shift 4)
00041. Enlargeos -> Enlarge (Shift 4)
00042. Rayos -> Ray (Shift 4)
00043. Frequentlyos -> Frequently (Shift 4)
00044. Revenueos -> Revenue (Shift 4)
00045. Measureos -> Measure (Shift 4)
00046. Changenga -> Changing (Shift 4)
00047. Vates -> Votes (Shift 4)
00048. Dutyos -> Duty (Shift 4)
00049. Laakeda -> Looked (Shift 4)
00050. Descusseans -> Discussions (Shift 4)
00051. Bearos -> Bear (Shift 4)
00052. Gaen -> Gain (Shift 4)
00053. Festevala -> Festival (Shift 4)
00054. Labaratarya -> Laboratory (Shift 4)
00055. Fleghts -> Flights (Shift 4)
00056. Expertsos -> Experts (Shift 4)
00057. Segns -> Signs (Shift 4)
00058. Lackos -> Lack (Shift 4)
00059. Depthos -> Depth (Shift 4)
00060. Eawa -> Iowa (Shift 4)
00061. Whateveros -> Whatever (Shift 4)
00062. Laggeda -> Logged (Shift 4)
00063. Laptapa -> Laptop (Shift 4)
00064. Ventage -> Vintage (Shift 4)
00065. Traen -> Train (Shift 4)
00066. Exactlyos -> Exactly (Shift 4)
00067. Dryos -> Dry (Shift 4)
00068. Explare -> Explore (Shift 4)
00069. Marylandos -> Maryland (Shift 4)
00070. Spaos -> Spa (Shift 4)
00071. Cancepta -> Concept (Shift 4)
00072. Nearlyos -> Nearly (Shift 4)
00073. Elegeble -> Eligible (Shift 4)
00074. Checkauta -> Checkout (Shift 4)
00075. Realetya -> Reality (Shift 4)
00076. Fargata -> Forgot (Shift 4)
00077. Handlenga -> Handling (Shift 4)
00078. Aregen -> Origin (Shift 4)
00079. Knewos -> Knew (Shift 4)
00080. Gamenga -> Gaming (Shift 4)
00081. Feedsos -> Feeds (Shift 4)
00082. Bellean -> Billion (Shift 4)
00083. Destenatean -> Destination (Shift 4)
00084. Scatlanda -> Scotland (Shift 4)
00085. Fasteros -> Faster (Shift 4)
00086. Entellegence -> Intelligence (Shift 4)
00087. Dallasos -> Dallas (Shift 4)
00088. Baughta -> Bought (Shift 4)
00089. Can -> Con (Shift 4)
00090. Upsos -> Ups (Shift 4)
00091. Nateans -> Nations (Shift 4)
00092. Raute -> Route (Shift 4)
00093. Fallaweda -> Followed (Shift 4)
00094. Specefecateans -> Specifications (Shift 4)
00095. Trepadvesara -> Tripadvisor (Shift 4)
00096. Frankos -> Frank (Shift 4)
00097. Alaskaos -> Alaska (Shift 4)
00098. Zaama -> Zoom (Shift 4)
00099. Blawa -> Blow (Shift 4)
00100. Battleos -> Battle (Shift 4)
00101. Resedenteala -> Residential (Shift 4)
00102. Aneme -> Anime (Shift 4)
00103. Speakos -> Speak (Shift 4)
00104. Deceseans -> Decisions (Shift 4)
00105. Endustrees -> Industries (Shift 4)
00106. Pratacala -> Protocol (Shift 4)
00107. Queryos -> Query (Shift 4)
00108. Clepa -> Clip (Shift 4)
00109. Partnershepa -> Partnership (Shift 4)
00110. Edetareala -> Editorial (Shift 4)
00111. Expressean -> Expression (Shift 4)
00112. Equetya -> Equity (Shift 4)
00113. Praveseans -> Provisions (Shift 4)
00114. Speechos -> Speech (Shift 4)
00115. Were -> Wire (Shift 4)
00116. Prenceples -> Principles (Shift 4)
00117. Suggesteans -> Suggestions (Shift 4)
00118. Ruralos -> Rural (Shift 4)
00119. Sharedos -> Shared (Shift 4)
00120. Saunds -> Sounds (Shift 4)
00121. Replacementos -> Replacement (Shift 4)
00122. Tapeos -> Tape (Shift 4)
00123. Strategeca -> Strategic (Shift 4)
00124. Judgeos -> Judge (Shift 4)
00125. Spamos -> Spam (Shift 4)
00126. Ecanamecs -> Economics (Shift 4)
00127. Aceda -> Acid (Shift 4)
00128. Bytesos -> Bytes (Shift 4)
00129. Centos -> Cent (Shift 4)
00130. Farceda -> Forced (Shift 4)
00131. Campateble -> Compatible (Shift 4)
00132. Feghta -> Fight (Shift 4)
00133. Apartmentos -> Apartment (Shift 4)
00134. Heeghta -> Height (Shift 4)
00135. Nullos -> Null (Shift 4)
00136. Zera -> Zero (Shift 4)
00137. Speakeros -> Speaker (Shift 4)
00138. Feleda -> Filed (Shift 4)
00139. Netherlandsos -> Netherlands (Shift 4)
00140. Abtaen -> Obtain (Shift 4)
00141. Cansultenga -> Consulting (Shift 4)
00142. Recreatean -> Recreation (Shift 4)
00143. Affeces -> Offices (Shift 4)
00144. Desegnera -> Designer (Shift 4)
00145. Remaen -> Remain (Shift 4)
00146. Managedos -> Managed (Shift 4)
00147. Faeleda -> Failed (Shift 4)
00148. Marreage -> Marriage (Shift 4)
00149. Ralla -> Roll (Shift 4)
00150. Karea -> Korea (Shift 4)
00151. Banksos -> Banks (Shift 4)
00152. Partecepants -> Participants (Shift 4)
00153. Secretos -> Secret (Shift 4)
00154. Bathos -> Bath (Shift 4)
00155. Kellyos -> Kelly (Shift 4)
00156. Leadsos -> Leads (Shift 4)
00157. Negateve -> Negative (Shift 4)
00158. Austen -> Austin (Shift 4)
00159. Favaretes -> Favorites (Shift 4)
00160. Taranta -> Toronto (Shift 4)
00161. Theateros -> Theater (Shift 4)
00162. Sprengs -> Springs (Shift 4)
00163. Messaure -> Missouri (Shift 4)
00164. Andrewos -> Andrew (Shift 4)
00165. Varos -> Var (Shift 4)
00166. Perfarma -> Perform (Shift 4)
00167. Healthyos -> Healthy (Shift 4)
00168. Translatean -> Translation (Shift 4)
00169. Estemates -> Estimates (Shift 4)
00170. Fanta -> Font (Shift 4)
00171. Assetsos -> Assets (Shift 4)
